from_country,from_port_id,from_port,to_country,to_port_id,to_port,sea_distance
Norway,26147,Bergen,Uruguay,17941,Montevideo,6683
Norway,26147,Bergen,Norway,27728,Narvik,627
Norway,26147,Bergen,United States,25007,New Jersey,3372
Norway,26147,Bergen,Slovenia,22770,Piran,3456
Norway,26147,Bergen,Puerto Rico,13756,San Juan,3915
Norway,26147,Bergen,Portugal,13390,Setubal,1563
Norway,26147,Bergen,Russia,18454,St Petersburg,1148
Norway,26147,Bergen,Sweden,21206,Stockholm,879
Norway,26147,Bergen,Spain,18937,Valencia,2199
Tunisia,23448,Bizerte,Turkey,246265,Ambarli,1038
Tunisia,23448,Bizerte,Ukraine,213737,Feodosia,1444
Tunisia,23448,Bizerte,Tunisia,23495,Gabes,293
Tunisia,23448,Bizerte,United Kingdom,29002,Liverpool,2009
Tunisia,23448,Bizerte,United Kingdom,29239,London,2063
Tunisia,23448,Bizerte,United States,14635,Los Angeles,8019
Tunisia,23448,Bizerte,Venezuela,19974,Maracaibo,4628
Tunisia,23448,Bizerte,Turkey,22522,Mersin,1220
Tunisia,23448,Bizerte,Uruguay,17941,Montevideo,5935
Tunisia,23448,Bizerte,United States,25007,New Jersey,3956
Bulgaria,20826,Bourgas,Denmark,10358,Aarhus,3814
Bulgaria,20826,Bourgas,Turkey,246265,Ambarli,141
Bulgaria,20826,Bourgas,Greece,21863,Aspropyrgos,486
Bulgaria,20826,Bourgas,Panama,216593,Balboa,6290
Bulgaria,20826,Bourgas,Spain,17386,Barcelona,1595
Bulgaria,20826,Bourgas,Georgia,18137,Batumi,633
Bulgaria,20826,Bourgas,Norway,26147,Bergen,3738
Bulgaria,20826,Bourgas,Tunisia,23448,Bizerte,1179
Bulgaria,20826,Bourgas,France,18012,Brest,2868
Bulgaria,20826,Bourgas,Colombia,28261,Buenaventura,6644
Bulgaria,20826,Bourgas,Peru,30045,Callao,7630
Bulgaria,20826,Bourgas,Colombia,28313,Cartagena,6025
Bulgaria,20826,Bourgas,Romania,14459,Constantza,126
Bulgaria,20826,Bourgas,Denmark,10563,Copenhagen,3838
Bulgaria,20826,Bourgas,Panama,216592,Cristobal,6251
Bulgaria,20826,Bourgas,El Salvador,15107,Cutuco,7031
Bulgaria,20826,Bourgas,Ireland,29749,Dublin,3122
Bulgaria,20826,Bourgas,France,18326,Dunkirk,3188
Bulgaria,20826,Bourgas,Ecuador,14226,Esmeraldas,6770
Bulgaria,20826,Bourgas,Ukraine,213737,Feodosia,382
Bulgaria,20826,Bourgas,Portugal,23428,Funchal,2534
Bulgaria,20826,Bourgas,Tunisia,23495,Gabes,1200
Bulgaria,20826,Bourgas,Romania,14470,Galatz,260
Bulgaria,20826,Bourgas,Poland,12543,Gdansk,4104
Bulgaria,20826,Bourgas,Italy,11174,Genoa,1411
Bulgaria,20826,Bourgas,Puerto Rico,13610,Guanica,5349
Bulgaria,20826,Bourgas,Ecuador,29876,Guayaquil,7127
Bulgaria,20826,Bourgas,Canada,22226,Halifax,4640
Bulgaria,20826,Bourgas,Germany,224858,Hamburg,3540
Bulgaria,20826,Bourgas,Finland,16485,Helsinki,4388
Bulgaria,20826,Bourgas,Slovenia,24795,Izola,1274
Bulgaria,20826,Bourgas,Russia,11771,Kaliningrad,4139
Bulgaria,20826,Bourgas,Slovenia,21381,Koper,1274
Bulgaria,20826,Bourgas,Finland,16737,Kotka,4443
Bulgaria,20826,Bourgas,Cyprus,10136,Larnaca,852
Bulgaria,20826,Bourgas,Portugal,13012,Leixoes,2380
Bulgaria,20826,Bourgas,United Kingdom,29002,Liverpool,3192
Bulgaria,20826,Bourgas,United Kingdom,29239,London,3246
Bulgaria,20826,Bourgas,United States,14635,Los Angeles,9202
Bulgaria,20826,Bourgas,Sweden,20512,Lysekil,3722
Bulgaria,20826,Bourgas,Mexico,14277,Manzanillo,8015
Bulgaria,20826,Bourgas,Venezuela,19974,Maracaibo,5811
Bulgaria,20826,Bourgas,Peru,10860,Matarani,8065
Bulgaria,20826,Bourgas,Turkey,22522,Mersin,876
Bulgaria,20826,Bourgas,Monaco,21457,Monaco,1439
Bulgaria,20826,Bourgas,Uruguay,17941,Montevideo,7118
Bulgaria,20826,Bourgas,Norway,27728,Narvik,4334
Bulgaria,20826,Bourgas,United States,25007,New Jersey,5139
Bulgaria,20826,Bourgas,Greece,21852,Piraeus,478
Bulgaria,20826,Bourgas,Slovenia,22770,Piran,1274
Bulgaria,20826,Bourgas,Georgia,18682,Poti,629
Bulgaria,20826,Bourgas,Costa Rica,28781,Puerto Limon,6384
Bulgaria,20826,Bourgas,Guatemala,29973,Puerto Quetzal,7179
Bulgaria,20826,Bourgas,Croatia,24951,Rijeka,1238
Bulgaria,20826,Bourgas,Germany,20072,Rostock,3947
Bulgaria,20826,Bourgas,Puerto Rico,13756,San Juan,5280
Bulgaria,20826,Bourgas,Chile,27792,San Vicente,9092
Bulgaria,20826,Bourgas,Portugal,13390,Setubal,2210
Bulgaria,20826,Bourgas,Croatia,21556,Split,1117
Bulgaria,20826,Bourgas,Russia,18454,St Petersburg,4529
Bulgaria,20826,Bourgas,Sweden,21206,Stockholm,4260
Bulgaria,20826,Bourgas,Estonia,18867,Tallinn,4367
Bulgaria,20826,Bourgas,Spain,18937,Valencia,1676
Bulgaria,20826,Bourgas,Chile,28082,Valparaiso,8905
Bulgaria,20826,Bourgas,Canada,25350,Vancouver,10311
Bulgaria,20826,Bourgas,Bulgaria,20847,Varna,56
Bulgaria,20826,Bourgas,Italy,13176,Venice,1295
Bulgaria,20826,Bourgas,Mexico,21451,Veracruz,6745
Bulgaria,20826,Bourgas,Netherlands,23247,Vlissingen,3242
France,18012,Brest,Turkey,246265,Ambarli,2727
France,18012,Brest,Greece,21863,Aspropyrgos,2431
France,18012,Brest,Panama,216593,Balboa,4456
France,18012,Brest,Spain,17386,Barcelona,1457
France,18012,Brest,Georgia,18137,Batumi,3328
France,18012,Brest,Norway,26147,Bergen,928
France,18012,Brest,Tunisia,23448,Bizerte,1685
France,18012,Brest,Peru,30045,Callao,5796
France,18012,Brest,Romania,14459,Constantza,2938
France,18012,Brest,Panama,216592,Cristobal,4417
France,18012,Brest,Ireland,29749,Dublin,341
France,18012,Brest,France,18326,Dunkirk,378
France,18012,Brest,Ukraine,213737,Feodosia,3133
France,18012,Brest,Portugal,23428,Funchal,1114
France,18012,Brest,Tunisia,23495,Gabes,1977
France,18012,Brest,Romania,14470,Galatz,3062
France,18012,Brest,Poland,12543,Gdansk,1294
France,18012,Brest,Italy,11174,Genoa,1789
France,18012,Brest,Puerto Rico,13610,Guanica,3548
France,18012,Brest,Germany,224858,Hamburg,730
France,18012,Brest,Slovenia,24795,Izola,2586
France,18012,Brest,Russia,11771,Kaliningrad,1329
France,18012,Brest,Slovenia,21381,Koper,2586
France,18012,Brest,Portugal,13012,Leixoes,511
France,18012,Brest,United Kingdom,29002,Liverpool,406
France,18012,Brest,United Kingdom,29239,London,436
France,18012,Brest,United States,14635,Los Angeles,7368
France,18012,Brest,Sweden,20512,Lysekil,912
France,18012,Brest,Mexico,14277,Manzanillo,6181
France,18012,Brest,Venezuela,19974,Maracaibo,4032
France,18012,Brest,Peru,10860,Matarani,6231
France,18012,Brest,Turkey,22522,Mersin,2903
France,18012,Brest,Monaco,21457,Monaco,1711
France,18012,Brest,Uruguay,17941,Montevideo,5825
France,18012,Brest,Norway,27728,Narvik,1524
France,18012,Brest,United States,25007,New Jersey,3029
France,18012,Brest,Greece,21852,Piraeus,2423
France,18012,Brest,Slovenia,22770,Piran,2586
France,18012,Brest,Georgia,18682,Poti,3345
France,18012,Brest,Guatemala,29973,Puerto Quetzal,5345
France,18012,Brest,Germany,20072,Rostock,1137
France,18012,Brest,Puerto Rico,13756,San Juan,3455
France,18012,Brest,Portugal,13390,Setubal,693
France,18012,Brest,Russia,18454,St Petersburg,1719
France,18012,Brest,Sweden,21206,Stockholm,1450
France,18012,Brest,Spain,18937,Valencia,1329
France,18012,Brest,Italy,13176,Venice,2606
France,18012,Brest,Mexico,21451,Veracruz,4733
France,18012,Brest,Netherlands,23247,Vlissingen,432
Colombia,28261,Buenaventura,Denmark,10358,Aarhus,5513
Colombia,28261,Buenaventura,Turkey,246265,Ambarli,6503
Colombia,28261,Buenaventura,Greece,21863,Aspropyrgos,6207
Colombia,28261,Buenaventura,Panama,216593,Balboa,354
Colombia,28261,Buenaventura,Spain,17386,Barcelona,5233
Colombia,28261,Buenaventura,Georgia,18137,Batumi,7104
Colombia,28261,Buenaventura,Norway,26147,Bergen,5227
Colombia,28261,Buenaventura,Tunisia,23448,Bizerte,5461
Colombia,28261,Buenaventura,France,18012,Brest,4810
Colombia,28261,Buenaventura,Peru,30045,Callao,1124
Colombia,28261,Buenaventura,Colombia,28313,Cartagena,669
Colombia,28261,Buenaventura,Romania,14459,Constantza,6714
Colombia,28261,Buenaventura,Denmark,10563,Copenhagen,5537
Colombia,28261,Buenaventura,Panama,216592,Cristobal,393
Colombia,28261,Buenaventura,El Salvador,15107,Cutuco,879
Colombia,28261,Buenaventura,Ireland,29749,Dublin,4854
Colombia,28261,Buenaventura,France,18326,Dunkirk,5100
Colombia,28261,Buenaventura,Ecuador,14226,Esmeraldas,235
Colombia,28261,Buenaventura,Ukraine,213737,Feodosia,6909
Colombia,28261,Buenaventura,Portugal,23428,Funchal,4132
Colombia,28261,Buenaventura,Tunisia,23495,Gabes,5753
Colombia,28261,Buenaventura,Romania,14470,Galatz,6838
Colombia,28261,Buenaventura,Poland,12543,Gdansk,5803
Colombia,28261,Buenaventura,Italy,11174,Genoa,5565
Colombia,28261,Buenaventura,Puerto Rico,13610,Guanica,1310
Colombia,28261,Buenaventura,Ecuador,29876,Guayaquil,621
Colombia,28261,Buenaventura,Germany,224858,Hamburg,5447
Colombia,28261,Buenaventura,Finland,16485,Helsinki,6087
Colombia,28261,Buenaventura,Slovenia,24795,Izola,6362
Colombia,28261,Buenaventura,Russia,11771,Kaliningrad,5838
Colombia,28261,Buenaventura,Slovenia,21381,Koper,6362
Colombia,28261,Buenaventura,Finland,16737,Kotka,6142
Colombia,28261,Buenaventura,Cyprus,10136,Larnaca,6639
Colombia,28261,Buenaventura,Portugal,13012,Leixoes,4583
Colombia,28261,Buenaventura,United Kingdom,29002,Liverpool,4933
Colombia,28261,Buenaventura,United Kingdom,29239,London,5153
Colombia,28261,Buenaventura,United States,14635,Los Angeles,3047
Colombia,28261,Buenaventura,Sweden,20512,Lysekil,5410
Colombia,28261,Buenaventura,Mexico,14277,Manzanillo,1854
Colombia,28261,Buenaventura,Venezuela,19974,Maracaibo,1069
Colombia,28261,Buenaventura,Peru,10860,Matarani,1561
Colombia,28261,Buenaventura,Turkey,22522,Mersin,6679
Colombia,28261,Buenaventura,Monaco,21457,Monaco,5487
Colombia,28261,Buenaventura,Uruguay,17941,Montevideo,5014
Colombia,28261,Buenaventura,Norway,27728,Narvik,5628
Colombia,28261,Buenaventura,United States,25007,New Jersey,2372
Colombia,28261,Buenaventura,Greece,21852,Piraeus,6199
Colombia,28261,Buenaventura,Slovenia,22770,Piran,6362
Colombia,28261,Buenaventura,Georgia,18682,Poti,7121
Colombia,28261,Buenaventura,Costa Rica,28781,Puerto Limon,585
Colombia,28261,Buenaventura,Guatemala,29973,Puerto Quetzal,1022
Colombia,28261,Buenaventura,Croatia,24951,Rijeka,6326
Colombia,28261,Buenaventura,Germany,20072,Rostock,5646
Colombia,28261,Buenaventura,Puerto Rico,13756,San Juan,1385
Colombia,28261,Buenaventura,Portugal,13390,Setubal,4563
Colombia,28261,Buenaventura,Croatia,21556,Split,6206
Colombia,28261,Buenaventura,Russia,18454,St Petersburg,6228
Colombia,28261,Buenaventura,Sweden,21206,Stockholm,5959
Colombia,28261,Buenaventura,Estonia,18867,Tallinn,6066
Colombia,28261,Buenaventura,Spain,18937,Valencia,5105
Colombia,28261,Buenaventura,Italy,13176,Venice,6382
Colombia,28261,Buenaventura,Mexico,21451,Veracruz,1803
Colombia,28261,Buenaventura,Netherlands,23247,Vlissingen,5149
Argentina,26670,Buenos Aires,Denmark,10358,Aarhus,6868
Argentina,26670,Buenos Aires,Turkey,246265,Ambarli,7074
Argentina,26670,Buenos Aires,Belgium,19057,Antwerp,6346
Argentina,26670,Buenos Aires,Greece,21863,Aspropyrgos,6778
Argentina,26670,Buenos Aires,Panama,216593,Balboa,5332
Argentina,26670,Buenos Aires,Spain,17386,Barcelona,5804
Argentina,26670,Buenos Aires,Georgia,18137,Batumi,7675
Argentina,26670,Buenos Aires,Norway,26147,Bergen,6780
Argentina,26670,Buenos Aires,Tunisia,23448,Bizerte,6032
Argentina,26670,Buenos Aires,Bulgaria,20826,Bourgas,7215
Argentina,26670,Buenos Aires,France,18012,Brest,5922
Argentina,26670,Buenos Aires,Colombia,28261,Buenaventura,5111
Argentina,26670,Buenos Aires,Peru,30045,Callao,4050
Argentina,26670,Buenos Aires,Colombia,28313,Cartagena,5111
Argentina,26670,Buenos Aires,Romania,14459,Constantza,7285
Argentina,26670,Buenos Aires,Denmark,10563,Copenhagen,6892
Argentina,26670,Buenos Aires,Panama,216592,Cristobal,5344
Argentina,26670,Buenos Aires,El Salvador,15107,Cutuco,5619
Argentina,26670,Buenos Aires,Ireland,29749,Dublin,6152
Argentina,26670,Buenos Aires,France,18326,Dunkirk,6242
Argentina,26670,Buenos Aires,Ecuador,14226,Esmeraldas,4871
Argentina,26670,Buenos Aires,Ukraine,213737,Feodosia,7480
Argentina,26670,Buenos Aires,Portugal,23428,Funchal,4818
Argentina,26670,Buenos Aires,Tunisia,23495,Gabes,6324
Argentina,26670,Buenos Aires,Romania,14470,Galatz,7409
Argentina,26670,Buenos Aires,Poland,12543,Gdansk,7158
Argentina,26670,Buenos Aires,Italy,11174,Genoa,6136
Argentina,26670,Buenos Aires,Puerto Rico,13610,Guanica,4690
Argentina,26670,Buenos Aires,Ecuador,29876,Guayaquil,4693
Argentina,26670,Buenos Aires,Canada,22226,Halifax,5715
Argentina,26670,Buenos Aires,Germany,224858,Hamburg,6594
Argentina,26670,Buenos Aires,Finland,16485,Helsinki,7442
Argentina,26670,Buenos Aires,Portugal,18433,Horta,4995
Argentina,26670,Buenos Aires,Slovenia,24795,Izola,6933
Argentina,26670,Buenos Aires,Russia,11771,Kaliningrad,7193
Argentina,26670,Buenos Aires,Slovenia,21381,Koper,6933
Argentina,26670,Buenos Aires,Finland,16737,Kotka,7497
Argentina,26670,Buenos Aires,Cyprus,10136,Larnaca,7210
Argentina,26670,Buenos Aires,Portugal,13012,Leixoes,5472
Argentina,26670,Buenos Aires,United Kingdom,29002,Liverpool,6231
Argentina,26670,Buenos Aires,United Kingdom,29239,London,6300
Argentina,26670,Buenos Aires,United States,14635,Los Angeles,7260
Argentina,26670,Buenos Aires,Sweden,20512,Lysekil,6776
Argentina,26670,Buenos Aires,Mexico,14277,Manzanillo,6173
Argentina,26670,Buenos Aires,Venezuela,19974,Maracaibo,4864
Argentina,26670,Buenos Aires,Peru,10860,Matarani,3762
Argentina,26670,Buenos Aires,Turkey,22522,Mersin,7250
Argentina,26670,Buenos Aires,Monaco,21457,Monaco,6058
Argentina,26670,Buenos Aires,Uruguay,17941,Montevideo,129
Argentina,26670,Buenos Aires,Norway,27728,Narvik,7279
Argentina,26670,Buenos Aires,United States,25007,New Jersey,5852
Argentina,26670,Buenos Aires,Greece,21852,Piraeus,6770
Argentina,26670,Buenos Aires,Slovenia,22770,Piran,6933
Argentina,26670,Buenos Aires,Portugal,18476,Ponta Delgada,4969
Argentina,26670,Buenos Aires,Georgia,18682,Poti,7692
Argentina,26670,Buenos Aires,Costa Rica,28781,Puerto Limon,5507
Argentina,26670,Buenos Aires,Guatemala,29973,Puerto Quetzal,5685
Argentina,26670,Buenos Aires,Croatia,24951,Rijeka,6897
Argentina,26670,Buenos Aires,Brazil,20301,Rio Grande,429
Argentina,26670,Buenos Aires,Germany,20072,Rostock,7001
Argentina,26670,Buenos Aires,Brazil,20351,Salvador,1848
Argentina,26670,Buenos Aires,Puerto Rico,13756,San Juan,4737
Argentina,26670,Buenos Aires,Chile,27792,San Vicente,2602
Argentina,26670,Buenos Aires,Brazil,27248,Santos,998
Argentina,26670,Buenos Aires,Portugal,13390,Setubal,5331
Argentina,26670,Buenos Aires,Croatia,21556,Split,6777
Argentina,26670,Buenos Aires,Russia,18454,St Petersburg,7583
Argentina,26670,Buenos Aires,Sweden,21206,Stockholm,7314
Argentina,26670,Buenos Aires,Estonia,18867,Tallinn,7421
Argentina,26670,Buenos Aires,Spain,18937,Valencia,5676
Argentina,26670,Buenos Aires,Chile,28082,Valparaiso,2822
Argentina,26670,Buenos Aires,Canada,25350,Vancouver,8399
Argentina,26670,Buenos Aires,Bulgaria,20847,Varna,7238
Argentina,26670,Buenos Aires,Italy,13176,Venice,6953
Argentina,26670,Buenos Aires,Mexico,21451,Veracruz,6353
Argentina,26670,Buenos Aires,Netherlands,23247,Vlissingen,6296
Argentina,26670,Buenos Aires,Belgium,19473,Zeebrugge,6275
Peru,30045,Callao,Turkey,246265,Ambarli,7489
Peru,30045,Callao,Spain,17386,Barcelona,6219
Peru,30045,Callao,Tunisia,23448,Bizerte,6447
Peru,30045,Callao,Romania,14459,Constantza,7700
Peru,30045,Callao,Ukraine,213737,Feodosia,7895
Peru,30045,Callao,Tunisia,23495,Gabes,6739
Peru,30045,Callao,Romania,14470,Galatz,7824
Peru,30045,Callao,Poland,12543,Gdansk,6789
Peru,30045,Callao,Puerto Rico,13610,Guanica,2296
Peru,30045,Callao,Slovenia,24795,Izola,7348
Peru,30045,Callao,Russia,11771,Kaliningrad,6824
Peru,30045,Callao,Slovenia,21381,Koper,7348
Peru,30045,Callao,Portugal,13012,Leixoes,5569
Peru,30045,Callao,United Kingdom,29002,Liverpool,5919
Peru,30045,Callao,United Kingdom,29239,London,6139
Peru,30045,Callao,United States,14635,Los Angeles,3654
Peru,30045,Callao,Sweden,20512,Lysekil,6396
Peru,30045,Callao,Venezuela,19974,Maracaibo,2055
Peru,30045,Callao,Peru,10860,Matarani,442
Peru,30045,Callao,Turkey,22522,Mersin,7665
Peru,30045,Callao,Uruguay,17941,Montevideo,3953
Peru,30045,Callao,United States,25007,New Jersey,3358
Peru,30045,Callao,Slovenia,22770,Piran,7348
Peru,30045,Callao,Puerto Rico,13756,San Juan,2371
Peru,30045,Callao,Portugal,13390,Setubal,5549
Peru,30045,Callao,Russia,18454,St Petersburg,7214
Peru,30045,Callao,Sweden,21206,Stockholm,6945
Peru,30045,Callao,Spain,18937,Valencia,6091
Colombia,28313,Cartagena,Denmark,10358,Aarhus,4933
Colombia,28313,Cartagena,Turkey,246265,Ambarli,5884
Colombia,28313,Cartagena,Greece,21863,Aspropyrgos,5588
Colombia,28313,Cartagena,Panama,216593,Balboa,315
Colombia,28313,Cartagena,Spain,17386,Barcelona,4614
Colombia,28313,Cartagena,Georgia,18137,Batumi,6485
Colombia,28313,Cartagena,Norway,26147,Bergen,4647
Colombia,28313,Cartagena,Tunisia,23448,Bizerte,4842
Colombia,28313,Cartagena,France,18012,Brest,4203
Colombia,28313,Cartagena,Peru,30045,Callao,1655
Colombia,28313,Cartagena,Romania,14459,Constantza,6095
Colombia,28313,Cartagena,Denmark,10563,Copenhagen,4957
Colombia,28313,Cartagena,Panama,216592,Cristobal,276
Colombia,28313,Cartagena,El Salvador,15107,Cutuco,1056
Colombia,28313,Cartagena,Ireland,29749,Dublin,4257
Colombia,28313,Cartagena,France,18326,Dunkirk,4492
Colombia,28313,Cartagena,Ecuador,14226,Esmeraldas,795
Colombia,28313,Cartagena,Ukraine,213737,Feodosia,6290
Colombia,28313,Cartagena,Portugal,23428,Funchal,3513
Colombia,28313,Cartagena,Tunisia,23495,Gabes,5134
Colombia,28313,Cartagena,Romania,14470,Galatz,6219
Colombia,28313,Cartagena,Poland,12543,Gdansk,5223
Colombia,28313,Cartagena,Italy,11174,Genoa,4946
Colombia,28313,Cartagena,Puerto Rico,13610,Guanica,700
Colombia,28313,Cartagena,Ecuador,29876,Guayaquil,1152
Colombia,28313,Cartagena,Germany,224858,Hamburg,4839
Colombia,28313,Cartagena,Finland,16485,Helsinki,5507
Colombia,28313,Cartagena,Slovenia,24795,Izola,5743
Colombia,28313,Cartagena,Russia,11771,Kaliningrad,5258
Colombia,28313,Cartagena,Slovenia,21381,Koper,5743
Colombia,28313,Cartagena,Finland,16737,Kotka,5562
Colombia,28313,Cartagena,Cyprus,10136,Larnaca,6020
Colombia,28313,Cartagena,Portugal,13012,Leixoes,3976
Colombia,28313,Cartagena,United Kingdom,29002,Liverpool,4336
Colombia,28313,Cartagena,United Kingdom,29239,London,4545
Colombia,28313,Cartagena,United States,14635,Los Angeles,3227
Colombia,28313,Cartagena,Sweden,20512,Lysekil,4830
Colombia,28313,Cartagena,Mexico,14277,Manzanillo,2040
Colombia,28313,Cartagena,Venezuela,19974,Maracaibo,443
Colombia,28313,Cartagena,Peru,10860,Matarani,2090
Colombia,28313,Cartagena,Turkey,22522,Mersin,6060
Colombia,28313,Cartagena,Monaco,21457,Monaco,4868
Colombia,28313,Cartagena,Uruguay,17941,Montevideo,5014
Colombia,28313,Cartagena,Norway,27728,Narvik,5054
Colombia,28313,Cartagena,United States,25007,New Jersey,1857
Colombia,28313,Cartagena,Greece,21852,Piraeus,5580
Colombia,28313,Cartagena,Slovenia,22770,Piran,5743
Colombia,28313,Cartagena,Georgia,18682,Poti,6502
Colombia,28313,Cartagena,Costa Rica,28781,Puerto Limon,452
Colombia,28313,Cartagena,Guatemala,29973,Puerto Quetzal,1204
Colombia,28313,Cartagena,Croatia,24951,Rijeka,5707
Colombia,28313,Cartagena,Germany,20072,Rostock,5066
Colombia,28313,Cartagena,Puerto Rico,13756,San Juan,776
Colombia,28313,Cartagena,Portugal,13390,Setubal,3947
Colombia,28313,Cartagena,Croatia,21556,Split,5587
Colombia,28313,Cartagena,Russia,18454,St Petersburg,5648
Colombia,28313,Cartagena,Sweden,21206,Stockholm,5379
Colombia,28313,Cartagena,Estonia,18867,Tallinn,5486
Colombia,28313,Cartagena,Spain,18937,Valencia,4486
Colombia,28313,Cartagena,Italy,13176,Venice,5763
Colombia,28313,Cartagena,Mexico,21451,Veracruz,1506
Colombia,28313,Cartagena,Netherlands,23247,Vlissingen,4541
Romania,14459,Constantza,Turkey,246265,Ambarli,211
Romania,14459,Constantza,Spain,17386,Barcelona,1665
Romania,14459,Constantza,Tunisia,23448,Bizerte,1249
Romania,14459,Constantza,Ukraine,213737,Feodosia,307
Romania,14459,Constantza,Tunisia,23495,Gabes,1270
Romania,14459,Constantza,Romania,14470,Galatz,143
Romania,14459,Constantza,Slovenia,24795,Izola,1344
Romania,14459,Constantza,Russia,11771,Kaliningrad,4209
Romania,14459,Constantza,Slovenia,21381,Koper,1344
Romania,14459,Constantza,United Kingdom,29002,Liverpool,3262
Romania,14459,Constantza,United Kingdom,29239,London,3316
Romania,14459,Constantza,United States,14635,Los Angeles,9272
Romania,14459,Constantza,Sweden,20512,Lysekil,3792
Romania,14459,Constantza,Venezuela,19974,Maracaibo,5881
Romania,14459,Constantza,Turkey,22522,Mersin,946
Romania,14459,Constantza,Uruguay,17941,Montevideo,7188
Romania,14459,Constantza,United States,25007,New Jersey,5209
Romania,14459,Constantza,Slovenia,22770,Piran,1344
Romania,14459,Constantza,Russia,18454,St Petersburg,4599
Romania,14459,Constantza,Sweden,21206,Stockholm,4330
Romania,14459,Constantza,Spain,18937,Valencia,1746
Denmark,10563,Copenhagen,Turkey,246265,Ambarli,3697
Denmark,10563,Copenhagen,Greece,21863,Aspropyrgos,3401
Denmark,10563,Copenhagen,Panama,216593,Balboa,5183
Denmark,10563,Copenhagen,Spain,17386,Barcelona,2427
Denmark,10563,Copenhagen,Georgia,18137,Batumi,4298
Denmark,10563,Copenhagen,Norway,26147,Bergen,457
Denmark,10563,Copenhagen,Tunisia,23448,Bizerte,2655
Denmark,10563,Copenhagen,France,18012,Brest,1028
Denmark,10563,Copenhagen,Peru,30045,Callao,6523
Denmark,10563,Copenhagen,Romania,14459,Constantza,3908
Denmark,10563,Copenhagen,Panama,216592,Cristobal,5144
Denmark,10563,Copenhagen,El Salvador,15107,Cutuco,5924
Denmark,10563,Copenhagen,Ireland,29749,Dublin,1020
Denmark,10563,Copenhagen,France,18326,Dunkirk,692
Denmark,10563,Copenhagen,Ecuador,14226,Esmeraldas,5663
Denmark,10563,Copenhagen,Ukraine,213737,Feodosia,4103
Denmark,10563,Copenhagen,Portugal,23428,Funchal,2082
Denmark,10563,Copenhagen,Tunisia,23495,Gabes,2947
Denmark,10563,Copenhagen,Romania,14470,Galatz,4032
Denmark,10563,Copenhagen,Poland,12543,Gdansk,274
Denmark,10563,Copenhagen,Italy,11174,Genoa,2759
Denmark,10563,Copenhagen,Puerto Rico,13610,Guanica,4336
Denmark,10563,Copenhagen,Ecuador,29876,Guayaquil,6020
Denmark,10563,Copenhagen,Germany,224858,Hamburg,252
Denmark,10563,Copenhagen,Finland,16485,Helsinki,555
Denmark,10563,Copenhagen,Slovenia,24795,Izola,3556
Denmark,10563,Copenhagen,Russia,11771,Kaliningrad,307
Denmark,10563,Copenhagen,Slovenia,21381,Koper,3556
Denmark,10563,Copenhagen,Finland,16737,Kotka,610
Denmark,10563,Copenhagen,Portugal,13012,Leixoes,1481
Denmark,10563,Copenhagen,United Kingdom,29002,Liverpool,1050
Denmark,10563,Copenhagen,United Kingdom,29239,London,705
Denmark,10563,Copenhagen,United States,14635,Los Angeles,8095
Denmark,10563,Copenhagen,Sweden,20512,Lysekil,174
Denmark,10563,Copenhagen,Mexico,14277,Manzanillo,6908
Denmark,10563,Copenhagen,Venezuela,19974,Maracaibo,4805
Denmark,10563,Copenhagen,Peru,10860,Matarani,6958
Denmark,10563,Copenhagen,Turkey,22522,Mersin,3873
Denmark,10563,Copenhagen,Monaco,21457,Monaco,2681
Denmark,10563,Copenhagen,Uruguay,17941,Montevideo,6795
Denmark,10563,Copenhagen,Norway,27728,Narvik,1059
Denmark,10563,Copenhagen,United States,25007,New Jersey,3682
Denmark,10563,Copenhagen,Greece,21852,Piraeus,3393
Denmark,10563,Copenhagen,Slovenia,22770,Piran,3556
Denmark,10563,Copenhagen,Georgia,18682,Poti,4315
Denmark,10563,Copenhagen,Guatemala,29973,Puerto Quetzal,6072
Denmark,10563,Copenhagen,Germany,20072,Rostock,108
Denmark,10563,Copenhagen,Puerto Rico,13756,San Juan,4225
Denmark,10563,Copenhagen,Portugal,13390,Setubal,1663
Denmark,10563,Copenhagen,Russia,18454,St Petersburg,699
Denmark,10563,Copenhagen,Sweden,21206,Stockholm,427
Denmark,10563,Copenhagen,Estonia,18867,Tallinn,533
Denmark,10563,Copenhagen,Spain,18937,Valencia,2299
Denmark,10563,Copenhagen,Italy,13176,Venice,3576
Denmark,10563,Copenhagen,Mexico,21451,Veracruz,5369
Denmark,10563,Copenhagen,Netherlands,23247,Vlissingen,654
Panama,216592,Cristobal,Turkey,246265,Ambarli,6110
Panama,216592,Cristobal,Spain,17386,Barcelona,4840
Panama,216592,Cristobal,Tunisia,23448,Bizerte,5068
Panama,216592,Cristobal,Peru,30045,Callao,1379
Panama,216592,Cristobal,Romania,14459,Constantza,6321
Panama,216592,Cristobal,Ukraine,213737,Feodosia,6516
Panama,216592,Cristobal,Tunisia,23495,Gabes,5360
Panama,216592,Cristobal,Romania,14470,Galatz,6445
Panama,216592,Cristobal,Poland,12543,Gdansk,5410
Panama,216592,Cristobal,Puerto Rico,13610,Guanica,917
Panama,216592,Cristobal,Slovenia,24795,Izola,5969
Panama,216592,Cristobal,Russia,11771,Kaliningrad,5445
Panama,216592,Cristobal,Slovenia,21381,Koper,5969
